Gene	VarianceMedian_Islands	VarianceMedian_PocilloGG	VarianceMedian_SymbioGG	sd_Islands	sd_PocilloGG	sd_SymbioGG	Q1_Islands	Q1_PocilloGG	Q1_SymbioGG	Q3_Islands	Q3_PocilloGG	Q3_SymbioGG	Residuals
Pmea_00014120	0.56565	0	0	0.0100931525443158	0	0.00913031773927951	0.5607	0	0	0.5719	0	0	0.43435
Pmea_00024742	0.5656	0.0108	0	0.0118125293436651	0.00684490195899714	0	0.561125	0.0065	0	0.571575	0.0129	0	0.4236
Pmea_00001558	0.56515	0.011	0	0.0161997038257001	0.00742425855904246	0.00671191643438908	0.562475	0	0	0.56925	0.0145	3e-04	0.42385
Pmea_00005380	0.08045	0.56515	0	0.0169549800794619	0.0203071395117952	0	0.07745	0.559425	0	0.0864	0.5685	0	0.3544
Pmea_00018026	0	0.5651	0	0	0.0237925268591513	0	0	0.565	0	0	0.5651	0	0.4349
Pmea_00013656	0	0	0.565	0	0	0.02252292659097	0	0	0.5649	0	0	0.5652	0.435
Pmea_00018383	0.565	0	0	0.0162352284376981	0.00048	0.0109864715248189	0.562675	0	0	0.573425	0	0.00425	0.435
Pmea_00020257	0.1118	0.565	0	0.0115123220766255	0.0125659010698386	0	0.1069	0.56265	0	0.116075	0.5758	0	0.3232
Pmea_00023114	0	0.565	0.4003	0	0.00929627926004851	0.0565647477308843	0	0.5648	0.3991	0	0.566025	0.40215	0.0347000000000001
Pmea_00031717	0.5649	0	0	0.00920866500156842	0	0.0001504739985593	0.5621	0	0	0.571225	0	0	0.4351
Pmea_00032363	0.5648	0.0087	0	0.0148867551463668	0.00584016950079189	0	0.5613	0.006375	0	0.5715	0.011625	0	0.4265
Pmea_00012276	0.03625	0.56475	0	0.00717513213900073	0.0116335847415745	0	0.0337	0.5616	0	0.039825	0.570175	0	0.399
Pmea_00022312	0.1308	0.5646	0.0075	0.00946832353191686	0.012316244139224	0.0111833575396026	0.12565	0.5619	0.002375	0.139	0.568125	0.014075	0.2971
Pmea_00031790	0.04575	0.56455	0.0142	0.00820669072935448	0.0575125389139032	0.0512632606643334	0.044075	0.561025	0.0121	0.048025	0.569075	0.017825	0.3755
Pmea_00025503	0.5645	0	0	0.0101025318858715	0	0	0.5597	0	0	0.572375	0	0	0.4355
Pmea_00003810	0.56445	0.3154	0	0.0215781749071425	0.0282502032530455	0	0.56135	0.3133	0	0.5663	0.318425	0	0.12015
Pmea_00005161	0.56425	0	0.0931	0.015824682772444	0.0107039678756444	0.0221228575747512	0.555725	0	0.087825	0.5728	0	0.09725	0.34265
Pmea_00005546	0.5642	0.05405	0.0744	0.0211363629173455	0.0180700181113759	0.0361806524975921	0.558275	0.046875	0.063725	0.571325	0.06265	0.08715	0.30735
Pmea_00035054	0.5642	0	0	0.00962331024128392	0.000145643816250884	0.00322	0.5611	0	0	0.573	0	0	0.4358
Pmea_00007637	0.5641	0.0335	0	0.00588412304769402	0.0067217346095793	0	0.560975	0.0319	0	0.56965	0.0371	0	0.4024
Pmea_00033023	0.5641	0.0655	0	0.0116144850349149	0.0214077379336151	0.0124352250977746	0.56045	0.05775	0	0.572775	0.06895	0.0021	0.3704
Pmea_00023921	0.564	0.02705	0	0.0112273419414707	0.00630935652804466	0	0.5608	0.02425	0	0.569425	0.028425	0	0.40895
Pmea_00032919	0.564	0	0	0.00710239680699694	0	0.00514955877290041	0.560875	0	0	0.569375	0	0	0.436
Pmea_00004673	0	0.56395	0	0	0.0137088537342504	0	0	0.5635	0	0	0.5667	0	0.43605
Pmea_00017246	0.0778	0.56395	0	0.00715042246403256	0.0103711137299713	0	0.0764	0.562975	0	0.080325	0.568475	0	0.35825
Pmea_00008745	5e-04	0.5639	0.03715	0.00600279766425454	0.230921892192878	0.221485560235717	0	0.542725	0.0317	0.004725	0.5714	0.048975	0.39845
Pmea_00033193	0.07895	0.56385	0	0.00708474609797184	0.01323181423996	0	0.07545	0.5615	0	0.083525	0.567425	0	0.3572
Pmea_00024084	0.0078	0	0.5637	0.123686709455623	0.104449114284169	0.217987649402252	0.0056	0	0.55155	0.01355	0	0.5666	0.4285
Pmea_00026089	0.0035	0.56355	0	0.00352281610836179	0.0122598686696873	0	0.0024	0.562475	0	0.0044	0.56945	0	0.43295
Pmea_00016690	0.56345	0	0	0.00780252814506589	2e-05	0	0.559975	0	0	0.568075	0	0	0.43655
Pmea_00009751	0.5634	0	0.001	0.0113394020739164	0.00186	0.00260668507317379	0.560775	0	0	0.5702	0	0.002425	0.4356
Pmea_00022380	0.5634	0	0	0.007925096054607	0	0	0.559975	0	0	0.56775	0	0	0.4366
Pmea_00001508	0.5633	0.0659	0	0.0109066083202114	0.00955800637468849	0	0.56095	0.0639	0	0.5681	0.069775	0	0.3708
Pmea_00001100	0	0.5632	0	0	0.0162760698107635	0	0	0.5629	0	0	0.5654	0	0.4368
Pmea_00014762	0	0.0033	0.5632	0.002330352208174	0.111926214597571	0.0975305373519577	0	0.001775	0.5604	0	0.0046	0.566	0.4335
Pmea_00024063	0.011	0.56315	0	0.00437245406441904	0.00902440523796389	0	0.0103	0.561375	0	0.01285	0.565	0	0.42585
Pmea_00023661	0.56305	0.02195	0	0.00865077067857734	0.00832888584349308	0.002547230621358	0.56085	0.0187	0	0.569075	0.022925	0	0.415
Pmea_00020186	0.08425	0	0.5628	0.136124584944317	0.00861851301946378	0.155729844865453	0.0759	0	0.55635	0.09225	0	0.5758	0.35295
Pmea_00010326	0.56265	0	0	0.00807914755729373	0	0	0.558375	0	0	0.568075	0	0	0.43735
Pmea_00015275	0.56265	0.2325	0.0359	0.028055994137986	0.0432456634831865	0.0561355342097152	0.560075	0.2308	0.034425	0.566375	0.23545	0.0376	0.16895
Pmea_00028974	0.2117	0.5626	0	0.0133160522481232	0.0107782176053128	0	0.20765	0.559375	0	0.2164	0.56595	0	0.2257
Pmea_00003647	0.5625	0	0.0014	0.0103877011096505	0	0.00923902018286538	0.557625	0	0	0.5712	0	0.010425	0.4361
Pmea_00004367	0.5625	0.0206	0.02795	0.0706636901245626	0.0332623121580718	0.0361722255188964	0.551025	0.0161	0.0261	0.575175	0.0256	0.037425	0.38895
Pmea_00000473	0.5623	0	0	0.00949580933620168	0	0	0.5594	0	0	0.568075	0	0	0.4377
Pmea_00011620	0.56205	0	0	0.0136139314785638	0	0.0128150509286163	0.556825	0	0	0.56725	0	0.007525	0.43795
Pmea_00023377	0.562	0	0	0.00896988108431024	0.00023	0	0.55915	0	0	0.565425	0	0	0.438
Pmea_00034239	0.5618	0.07465	0	0.113378507445217	0.0470304836776053	0.0755773160880347	0.55685	0.072075	0	0.56805	0.07845	0	0.36355
Pmea_00025051	0.5618	0	0	0.0119341734510437	0	0	0.5581	0	0	0.566725	0	0	0.4382
Pmea_00018005	0.56165	0	0	0.117638300830224	0.106447359262404	0.0196902753775676	0.55835	0	0	0.5673	0	0	0.43835
Pmea_00022409	0.56165	0	0.1248	0.0323843187360797	0.0593877668167001	0.0607084491149246	0.560075	0	0	0.593325	0.124025	0.127325	0.31355
Pmea_00016719	0.5616	0.1025	0	0.0114157241814025	0.00909192804390551	0.00899337825987835	0.559	0.100775	0	0.5651	0.107625	0	0.3359
Pmea_00013365	0.14315	0.56115	0.02155	0.00782881823454185	0.0583130051159822	0.0522408465134749	0.14005	0.556425	0.019175	0.14685	0.57115	0.025625	0.27415
Pmea_00035395	0.5609	0.0127	0	0.0157228990502851	0.0133857105704086	0	0.5536	0.005375	0	0.569825	0.019	0	0.4264
Pmea_00030424	0.56065	0.08265	0	0.00846451201407167	0.00626253216286424	5e-05	0.55805	0.081475	0	0.5673	0.0848	0	0.3567
Pmea_00005680	0.5606	0	0	0.0101345981567095	0	0.000260566593205939	0.5579	0	0	0.566125	0	0	0.4394
Pmea_00026563	0.56055	0	0	0.00892316579913137	0	0	0.556975	0	0	0.5648	0	0	0.43945
Pmea_00022632	0.5605	0	0.0404	0.0119424503855834	0.0109096463200364	0.0150262346675016	0.5578	0	0.034875	0.5691	0.001725	0.043725	0.3991
Pmea_00024856	0.04235	0.5605	0.03085	0.0118796270730162	0.014872424859858	0.0142913426856113	0.038275	0.5577	0.0272	0.04495	0.56985	0.036225	0.3663
Pmea_00025908	0.56045	0	0	0.012498859543934	0.00590847396934815	0	0.5574	0	0	0.56475	0	0	0.43955
Pmea_00026925	0.5604	0	0	0.0123972503875544	0	0	0.556	0	0	0.56405	0	0	0.4396
Pmea_00023185	0.56035	0	0.0641	0.0131121501214744	0.00620305757125655	0.015792847729081	0.55665	0	0.058775	0.5658	0	0.06795	0.37555
Pmea_00027822	0.5602	0	0	0.0676318211519048	0.0540621189564431	0.00131417447298848	0.5578	0	0	0.5652	0	0	0.4398
Pmea_00016769	0.56005	0.21105	0	0.209530086407898	0.0621696545792644	0.281131041149816	0.13485	0.0908	0	0.56395	0.213425	0.56475	0.2289
Pmea_00003771	0.55995	0.0334	0.00925	0.0115123878820805	0.0128864130154221	0.00846877830980396	0.556075	0.02685	0.0075	0.5654	0.041175	0.0122	0.3974
Pmea_00026554	0.55995	0	0.0188	0.0150325463410212	0	0.0103915610672382	0.55035	0	0.0129	0.568475	0	0.0247	0.42125
Pmea_00014836	0.1679	0.5599	0	0.0100858879308435	0.0565772458366846	0.0493456125586448	0.166375	0.5582	0	0.173975	0.5623	0	0.2722
Pmea_00002912	0.5597	0	0	0.0107958313597182	0.0075460000776383	0	0.554925	0	0	0.5647	0	0	0.4403
Pmea_00016702	0.0465	0.5597	0	0.00748901930168497	0.0102393773484938	0.00384198220619608	0.041475	0.55335	0	0.050525	0.562925	0	0.3938
Pmea_00012497	0.5596	0	0	0.00681377274275412	0	0.0011473394784404	0.557	0	0	0.566	0	0	0.4404
Pmea_00024668	0.0905	0.5596	0	0.0178009878286787	0.0174482464460015	0	0.085175	0.553475	0	0.096125	0.5657	0	0.3499
Pmea_00005569	0.5595	0.01275	0	0.0185610050668305	0.0125782353309359	0.00447087092954906	0.551025	0.009375	0	0.570675	0.017825	0	0.42775
Pmea_00015100	0.5594	0	0	0.0124523876660606	0.0010126527818387	0.000249532896962839	0.5562	0	0	0.5631	0	0	0.4406
Pmea_00009152	0.07975	0.55935	0	0.0114615694713889	0.0147266284963221	0	0.07645	0.556225	0	0.086425	0.56295	0	0.3609
Pmea_00029077	0	0.5593	0	0.00153228257804815	0.0158331832847755	0	0	0.5589	0	0	0.56245	0	0.4407
Pmea_00033946	0.55925	0	0	0.0130917938674067	0.00601425671537089	0	0.553175	0	0	0.56335	0.002225	0	0.44075
Pmea_00003098	0.12295	0	0.5592	0.0102009435095411	0.00642307039766289	0.0333785320682367	0.1212	0	0.55775	0.124525	0	0.5611	0.31785
Pmea_00025863	0	0.5592	0	0.00165697180288488	0.0100344274043581	0	0	0.5562	0	0	0.566625	0	0.4408
Pmea_00028689	0.55915	0.1011	0	0.00961245004978418	0.0119276016368791	0	0.5566	0.0997	0	0.5627	0.105225	0	0.33975
Pmea_00009101	0.55905	0	0.02145	0.0118218546118892	0	0.00758603821224068	0.55355	0	0.01785	0.563725	0	0.02605	0.4195
Pmea_00004251	0.5588	0.1469	0	0.0095334220699409	0.0102697317345192	0.000127679364824627	0.55475	0.14505	0	0.56235	0.152025	0	0.2943
Pmea_00019160	0.1196	0.5585	0	0.00728954384683634	0.00572350064173663	0	0.115375	0.5545	0	0.123575	0.5632	0	0.3219
Pmea_00025674	0.55835	0	0	0.00933116403361458	0	0	0.555125	0	0	0.56705	0	0	0.44165
Pmea_00028819	0.55835	0.0186	0	0.01563711238811	0.0133160645746998	8e-05	0.55355	0.016725	0	0.56255	0.02365	0	0.42305
Pmea_00010332	0.5583	0.2139	0	0.0368559046569313	0.0369620507542479	0	0.5549	0.2109	0	0.562625	0.216125	0	0.2278
Pmea_00018802	0.5583	0	0.00895	0.0117823131871634	0.00107997147362251	0.00493876635723063	0.55345	0	0.0061	0.561925	0	0.012425	0.43275
Pmea_00034572	0.0807	0.5583	0	0.00561739578038929	0.0133357838278457	0	0.078075	0.5568	0	0.0829	0.5613	0	0.361
Pmea_00021387	0.55825	0.07935	0	0.0135524225349439	0.00810444565617781	0	0.5552	0.077575	0	0.563425	0.08385	0	0.3624
Pmea_00021437	0.55815	0	0	0.0235994936386356	0	0	0.5564	0	0	0.560525	0	0	0.44185
Pmea_00014427	0.55815	0.04215	0	0.0089038102727842	0.00717889801903306	0	0.553875	0.0377	0	0.568625	0.044125	0	0.3997
Pmea_00029728	0.55805	0.15855	0	0.0185169049435069	0.017243737671656	0	0.553525	0.1558	0	0.56265	0.162425	0	0.2834
Pmea_00003319	0.558	0.0129	0.00025	0.0164025231798851	0.0455156306152406	0.00510897408112589	0.555475	0.008075	0	0.560125	0.019125	0.003275	0.42885
Pmea_00017254	0.55795	0	0	0.0095508385056819	0.00567980820205412	0.00121686631819754	0.555325	0	0	0.56355	0	0	0.44205
Pmea_00004903	0.05285	0.5579	0	0.0273419849389915	0.0298340604448383	0.0617220368861377	0	0.514425	0	0.05845	0.56405	0.110625	0.38925
Pmea_00026864	0.55785	0	0	0.0089740912710655	0	0	0.554675	0	0	0.56245	0	0	0.44215
Pmea_00006847	0.55775	0.06435	0	0.00903599373772928	0.00974538150130925	0	0.554275	0.06225	0	0.564425	0.0692	0	0.3779
Pmea_00011137	0	0.5576	0.42175	0	0.0621505308492895	0.0509976970761495	0	0.556475	0.420775	0	0.558725	0.422625	0.0206500000000001
Pmea_00007481	0	0.07455	0.5575	0.00150500713109489	0.00792201994443336	0.0129637279134569	0	0.0707	0.55545	0	0.0769	0.5614	0.36795
Pmea_00034271	0.5574	0	0.0333	0.0104061781862721	0.00113394992139972	0.00819395539715131	0.5542	0	0.030525	0.56595	0	0.037225	0.4093
Pmea_00024715	0.55725	0	0.0086	0.0140511051005056	0	0.00549280695845287	0.552425	0	0.006975	0.56245	0	0.0108	0.43415
Pmea_00027760	0.55725	0	8e-04	0.0133402804250204	8e-04	0.00251491229238394	0.555025	0	0	0.5605	0	0.003025	0.44195
Pmea_00024437	0.55705	0	0	0.00770050345986245	0	0	0.553575	0	0	0.56215	0	0	0.44295
Pmea_00010331	0.00235	0	0.557	0.110226771184947	0.00589636114459374	0.123593235913768	0	0	0.55215	0.0059	0	0.56305	0.44065
Pmea_00009216	0.5569	0.09135	0	0.0155007285263785	0.0173863520142564	0	0.553975	0.088	0	0.562375	0.0946	0	0.35175
Pmea_00017755	0.55685	0	0.0187	0.0179679571977058	0	0.018101015625281	0.54775	0	0.008775	0.56985	0	0.0231	0.42445
Pmea_00023380	0.55685	0	0	0.00749331412431486	0	0.000768623983676562	0.55275	0	0	0.559825	0	0	0.44315
Pmea_00031266	0.55685	0.1028	0.034	0.0283172084418538	0.0104423513645252	0.0267326475390008	0.549525	0.096325	0.0302	0.568175	0.106425	0.03965	0.30635
Pmea_00000484	0.5568	0	0	0.0119113857338687	0	0.00817912123900998	0.5515	0	0	0.561825	0	0.0014	0.4432
Pmea_00000762	0.5568	0	0.01335	0.0106700555222775	0	0.0043885814877643	0.5519	0	0.011775	0.5621	0	0.016225	0.42985
Pmea_00031799	0.05715	0.55665	0	0.0211258863659605	0.00955484810042641	0	0.0536	0.55205	0	0.06125	0.5602	0	0.3862
Pmea_00034041	0.5566	0	0.00025	0.0126155861592482	0	0.0126717972065704	0.5489	0	0	0.56585	0	0.010275	0.44315
Pmea_00015654	0.5561	0.1206	0	0.00715226735258325	0.0089956538889004	0	0.55355	0.115225	0	0.560625	0.12335	0	0.3233
Pmea_00008856	0.5558	0.057	0	0.0103118993733875	0.00859872406555505	0.00228054995139508	0.55195	0.054	0	0.562325	0.0602	0	0.3872
Pmea_00026470	0.5558	0.2274	0	0.0292027230638417	0.0297047497477383	0	0.5497	0.225675	0	0.5583	0.2308	0	0.2168
Pmea_00005471	0.55575	0	0	0.014750496345013	0	0	0.553	0	0	0.56005	0	0	0.44425
Pmea_00012732	0.55575	0	0.0138	0.00979213098834617	0	0.00670964660587706	0.553375	0	0.011675	0.563425	0	0.01705	0.43045
Pmea_00008301	0.5557	0	0	0.00997114848050124	0	0.00218563815427306	0.55325	0	0	0.56165	0	0	0.4443
Pmea_00001572	0.55565	0.1441	0	0.0207026231441937	0.0267571202833673	0.0376425560269547	0.553275	0.1427	0	0.558825	0.145925	0	0.30025
Pmea_00020889	0.1798	0.55565	0.14705	0.0656633215191654	0.0220031759874649	0.0657456987186234	0.17625	0.5528	0.102075	0.2214	0.593225	0.149225	0.1175
Pmea_00013870	0.5556	0	0	0.0105531541074771	3e-04	0	0.55205	0	0	0.56155	0	0	0.4444
Pmea_00015866	0.03745	0.5556	0.04675	0.00738076800635519	0.0207399488617469	0.0169263645884702	0.035475	0.55025	0.042475	0.0395	0.56545	0.051375	0.3602
Pmea_00012117	0	0.55545	0	0.00028893919530908	0.0568397873434844	0.05076	0	0.551975	0	0	0.5592	0	0.44455
Pmea_00012290	0.0063	0	0.55545	0.00401604307997337	0	0.0134788230460627	0.004925	0	0.553775	0.008	0	0.560325	0.43825
Pmea_00025733	0	0.55545	0	0	0.0194280202467228	0	0	0.5553	0	0	0.5569	0	0.44455
Pmea_00034799	0.55545	0.0148	0	0.0103498901570319	0.00628469449126088	2e-05	0.5505	0.011975	0	0.562825	0.01615	0	0.42975
Pmea_00027809	0.5554	0.00825	0	0.100936753754942	0.0898920698011305	0	0.544	0.0064	0	0.559475	0.03375	0	0.43635
Pmea_00026919	0.55535	0.2182	0	0.0147963575575105	0.0176415251636872	0	0.55345	0.216175	0	0.558425	0.221225	0	0.22645
Pmea_00028653	0.55535	0	0.0073	0.0124604945019178	0	0.00818144760103521	0.549325	0	0.00335	0.563475	0	0.0129	0.43735
Pmea_00029314	0.55535	0	0	0.00891434996808715	0	0.00389165437023559	0.550575	0	0	0.56175	0	0	0.44465
Pmea_00022480	0.5552	0	0	0.00895343825385849	0	0	0.550875	0	0	0.5636	0	0	0.4448
Pmea_00016989	0.55515	0.1057	0	0.0176857978461404	0.032389079263782	0.0179195298910198	0.55245	0.099975	0	0.560125	0.1083	0.001725	0.33915
Pmea_00016706	0.0968	0.555	0	0.00960995884959499	0.0116599710656813	0	0.0961	0.55365	0	0.09805	0.55705	0	0.3482
Pmea_00006113	0.55495	0	0.0425	0.0158315022545671	0.00183	0.0127158399191121	0.55015	0	0.037075	0.562175	0	0.04815	0.40255
Pmea_00007492	0.5549	0	0.07445	0.0137190973581804	0.00808610099447993	0.0180940367429871	0.5488	0	0.06845	0.559675	0	0.08075	0.37065
Pmea_00008970	0.5549	0.01185	0	0.00990936191363266	0.0100145346896651	0	0.549275	0.005575	0	0.562975	0.01525	0	0.43325
Pmea_00020280	0.55485	0.0672	0	0.0165515967065221	0.0142922632175169	0.0013478044248617	0.551025	0.0644	0	0.5615	0.0706	0	0.37795
Pmea_00001391	0.5547	0	0.0255	0.0137987349734926	0	0.00811406286404143	0.549675	0	0.021925	0.5623	0	0.028325	0.4198
Pmea_00013051	0	0.5545	0	0	0.0195924434000417	0	0	0.554475	0	0	0.5547	0	0.4455
Pmea_00020936	0	0.5543	0	0.00249632679646465	0.00948487067477316	0.00358454186808306	0	0.550625	0	0	0.5592	0	0.4457
Pmea_00004591	0.5542	0	0	0.0644088551145859	0.0490864250814085	0.00341628231393204	0.5514	0	0	0.560075	0	0	0.4458
Pmea_00002652	0.55415	0.0634	0	0.0145514183764909	0.0119089049102601	0	0.551175	0.061575	0	0.5595	0.0666	0	0.38245
Pmea_00017875	0.55415	0	0.0638	0.0147916726504469	0	0.0148327645788135	0.548775	0	0.055875	0.566175	0	0.0696	0.38205
Pmea_00005697	0.5541	0	0	0.00997842009923252	0.00354	0.00294811615932766	0.5504	0	0	0.55915	0	0	0.4459
Pmea_00011534	0.55395	0	0	0.0113664567651463	0	0	0.5493	0	0	0.5588	0	0	0.44605
Pmea_00001909	0.55375	0.03395	0	0.0115210326329411	0.0162755525593176	0	0.5512	0.030775	0	0.557725	0.039325	0	0.4123
Pmea_00005225	0.1462	0.55375	0	0.0194543833184974	0.0387214446888011	0.050541446888028	0.1421	0.547675	0	0.152225	0.558875	0	0.30005
Pmea_00030998	0.55375	0.07235	0	0.0110752257427343	0.00786441390445633	0	0.551275	0.070875	0	0.559925	0.075125	0	0.3739
Pmea_00020439	0.55345	0	0	0.0117956651428233	0	0	0.550375	0	0	0.559375	0	0	0.44655
Pmea_00015289	0	0.5533	0	0	0.0164418864888775	0	0	0.551975	0	0	0.557025	0	0.4467
Pmea_00028714	0	0.5533	0	0	0.0107666084527932	0	0	0.550475	0	0	0.560475	0	0.4467
Pmea_00009272	0.04065	0.55315	0.0304	0.00658222000559235	0.00837519057524766	0.0116913503380607	0.039075	0.550975	0.029	0.0431	0.557225	0.0349	0.3758
Pmea_00010716	0.55315	0	0	0.00885857063737563	0	0.00452587119801371	0.546725	0	0	0.558325	0	0	0.44685
Pmea_00017278	0.5531	0	0	0.00840202591009689	0	0	0.5481	0	0	0.560225	0	0	0.4469
Pmea_00003875	0.55305	0	0.0174	0.00826955594669723	0.0063024102331945	0.00620103445264	0.549075	0	0.01595	0.557825	0	0.022125	0.42955
Pmea_00032922	0.553	0.0188	0	0.0197772078541196	0.0137550532495876	0.00718656849036219	0.54665	0.016275	0	0.5612	0.022525	0	0.4282
Pmea_00028771	0.55295	0	0	0.00771962709100915	0.00321175932781365	0	0.54935	0	0	0.559625	0	0	0.44705
Pmea_00009770	0	0.5529	0	0	0.0146715687055893	0	0	0.5528	0	0	0.553925	0	0.4471
Pmea_00029393	0	0.5526	0.04565	0.0054779355397611	0.0240180736660179	0.0201494870727006	0	0.5395	0.0396	0.001925	0.559875	0.0531	0.40175
Pmea_00032658	0.55225	0.0734	0	0.00909131475862562	0.00786576850291274	0	0.548125	0.069025	0	0.5596	0.07565	0	0.37435
Pmea_00014180	0.5521	0	0	0.0101993485630755	0	0.0104586641381945	0.5471	0	0	0.556075	0	0	0.4479
Pmea_00011544	0.55185	0.0369	0.0433	0.0102063823862396	0.00819937734763371	0.00810064837160607	0.54905	0.03185	0.04105	0.557625	0.041525	0.04555	0.36795
Pmea_00003801	0.5518	0	0.03255	0.0100358498807168	0	0.00445845683771161	0.5483	0	0.031075	0.55635	0	0.035525	0.41565
Pmea_00033253	0.2787	0.55175	0	0.0112744629203086	0.0118430853542086	0	0.2716	0.549475	0	0.2803	0.56075	0	0.16955
Pmea_00001276	0.5517	0	0	0.0103505206037028	0	0.000350041844540468	0.5491	0	0	0.560525	0	0	0.4483
Pmea_00004662	0.5516	0.0092	0	0.00717617804357802	0.00961811716386205	0	0.549275	0.002675	0	0.556925	0.0122	0	0.4392
Pmea_00009167	0.55155	0	0	0.00961270261243692	0	0.000143548112513055	0.54815	0	0	0.55935	0	0	0.44845
Pmea_00017398	0.03665	0.5515	0	0.0104509638528963	0.0147834131390692	0	0.034075	0.5492	0	0.04005	0.555675	0	0.41185
Pmea_00010183	0.55135	0	0.021	0.0192298420233351	0	0.0185439732920037	0.541975	0	0.008125	0.564	0	0.029	0.42765
Pmea_00016774	0.55135	0	0	0.0078468211410865	0	0.000534176416967695	0.546675	0	0	0.556	0	0	0.44865
Pmea_00027332	0.5513	0	0	0.0101917222798849	0.00173849348458934	0	0.5471	0	0	0.5583	0	0	0.4487
Pmea_00025898	0.55125	0	0.0201	0.0104213628686657	0.00118478357568466	0.00694232364383551	0.546775	0	0.0166	0.55675	0	0.0236	0.42865
Pmea_00019831	0.5512	0.04365	0	0.0203830144180805	0.0258405572695327	0	0.5363	0.0389	0	0.5567	0.062225	0	0.40515
Pmea_00024455	0.5512	0.102	0	0.00822048015260629	0.00764690965506506	0	0.5479	0.100325	0	0.557375	0.104825	0	0.3468
Pmea_00026900	0.55115	0	0.04005	0.0123308545830155	0.00108598556457471	0.0168732880463456	0.546475	0	0.031375	0.5595	0	0.04565	0.4088
Pmea_00009039	0.5511	0	0.02205	0.018659275024621	0	0.0108169608682033	0.5415	0	0.017375	0.56225	0	0.027125	0.42685
Pmea_00020167	0.551	0.1268	0.01155	0.0105138857678498	0.0202356770645962	0.0177708652722723	0.547075	0.11645	0.009625	0.555475	0.1359	0.021925	0.31065
Pmea_00031016	0.5509	0.0468	0	0.0096617324920262	0.007882627875412	0.00207599921177074	0.54695	0.0451	0	0.556125	0.04875	0	0.4023
Pmea_00027084	0.55085	0.05905	0	0.0131311121025793	0.0124741403622766	0	0.5471	0.055675	0	0.557575	0.063425	0	0.3901
Pmea_00010433	0.5508	0.0494	0	0.0196445657790256	0.0137471666134877	0	0.5472	0.044575	0	0.56455	0.052125	0	0.3998
Pmea_00018462	0.5507	0.15695	0	0.0199832319607205	0.022038258263137	0	0.54795	0.15475	0	0.553625	0.1604	0	0.29235
Pmea_00032316	0.1339	0.5507	0	0.00675433949548007	0.00840333621819094	0	0.12965	0.5485	0	0.1367	0.5543	0	0.3154
Pmea_00004959	0.1537	0.55055	0	0.0092403176734932	0.00984834478222077	0	0.1471	0.546175	0	0.15825	0.5556	0	0.29575
Pmea_00020978	0.55055	0.1157	0	0.00915889499752876	0.0118224437730816	0	0.5466	0.109425	0	0.554925	0.1183	0	0.33375
Pmea_00028827	0.55035	0.0411	0	0.00966312662452563	0.0129635347156257	0.0087301943815355	0.5475	0.0392	0	0.55895	0.044175	0	0.40855
Pmea_00007743	0.1811	0.5503	0	0.00792983854778516	0.0109443135458511	0.00810626712282951	0.17765	0.546775	0	0.1855	0.5535	0	0.2686
Pmea_00013437	0.01135	6e-04	0.5503	0.0722106565067187	0.148634728068103	0.20394186191514	0.008025	0	0.53355	0.014175	0.00975	0.557725	0.43775
Pmea_00025906	0.55015	0	0	0.00955780177381152	0.00793642567691858	0	0.547275	0	0	0.555675	0	0	0.44985
Pmea_00004788	0.0169	0.5501	0	0.00669564157953636	0.0207089231731131	0.000324114956536265	0.01565	0.5487	0	0.018925	0.5523	0	0.433
Pmea_00035335	0.5501	0	0	0.00951683229702494	0	0	0.545675	0	0	0.557025	0	0	0.4499
Pmea_00001689	0.5498	0	0.06965	0.0101131205906391	0.00880070910825263	0.0123896634989075	0.54535	0	0.063575	0.555125	0	0.074225	0.38055
Pmea_00033271	0.54975	0	0.01175	0.0123040896543475	0.00665913787000368	0.00489917288422188	0.545175	0	0.007725	0.5561	0	0.0129	0.4385
Pmea_00012884	0.5496	0	0.06785	0.0116515788152889	0	0.0108449394240406	0.545675	0	0.0638	0.553625	0	0.07285	0.38255
Pmea_00014102	0.54955	0.0586	0	0.0114511353589983	0.0113831780902498	0	0.54615	0.056875	0	0.554575	0.062725	0	0.39185
Pmea_00019433	0.0583	0.5495	0	0.00639412759309413	0.00804563725182031	0	0.0577	0.5487	0	0.0595	0.5513	0	0.3922
Pmea_00009154	0.54945	0.01515	0	0.00953055394958019	0.00782163562424023	0.00467578017041223	0.545375	0.008875	0	0.555025	0.016825	0.001625	0.4354
Pmea_00026337	0.5493	0	0	0.0108803258176853	0	0	0.544725	0	0	0.556825	0	0	0.4507
Pmea_00029184	0.5492	0.01935	0	0.011656630141796	0.0079467837976928	0.00434784470000408	0.54625	0.013175	0	0.5553	0.0202	0	0.43145
Pmea_00035282	0.10185	0.5492	0	0.00811260373702176	0.0135952760660875	0	0.097125	0.544875	0	0.1064	0.553225	0	0.34895
Pmea_00012060	0.5489	0	0	0.00900877568784679	0	0	0.546275	0	0	0.55355	0	0	0.4511
Pmea_00012610	0.5489	0.0368	0	0.00915369197469943	0.0072814819087792	0	0.546175	0.033325	0	0.559475	0.039125	0	0.4143
Pmea_00005528	0.08735	0.54885	0.0024	0.0112346996291657	0.0133533086733308	0.00366910167080541	0.0854	0.5445	8e-04	0.0896	0.551325	0.0055	0.3614
